,player,team,line,stat,league,date,time
1072,Furlan,PGE Turow,17.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1073,Markos,Illuminar,10.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1074,b1elany,Illuminar,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1075,kadziu,Illuminar,18.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1076,gRuChA,Illuminar,20.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1077,darko,Illuminar,14.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1078,XELLOW,Sangal,39.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1079,ragga,Sangal,37.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1080,smekk-,Sangal,37.0,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1081,s0und,Sangal,36.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1082,BTN,Sangal,31.0,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1083,kyuubii,Nexus,40.0,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1084,sausol,Nexus,31.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1085,LNZ,Nexus,33.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1086,PANIX,Nexus,35.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1087,Yxngstxr,Nexus,31.5,MAPS 1-2 Kills,124,2023-10-11,2023-10-10 15:57:00
1088,XELLOW,Sangal,13.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1089,ragga,Sangal,19.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1090,smekk-,Sangal,18.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1091,s0und,Sangal,22.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1092,BTN,Sangal,16.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1093,kyuubii,Nexus,19.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1094,sausol,Nexus,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1095,LNZ,Nexus,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1096,PANIX,Nexus,9.0,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1097,Yxngstxr,Nexus,16.5,MAPS 1-2 Headshots,124,2023-10-11,2023-10-10 15:57:00
1098,podi,Sashi,40.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1099,myltsi,Sashi,37.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1100,juissi,Sashi,36.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1101,HENU,Sashi,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1102,S1rva,Sashi,28.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1103,J3nsyy,ENCE Academy,39.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1104,aizy,ENCE Academy,38.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1105,PR1mE,ENCE Academy,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1106,Speedy,ENCE Academy,33.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1107,nut nut,ENCE Academy,33.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1108,podi,Sashi,10.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1109,myltsi,Sashi,19.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1110,juissi,Sashi,23.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1111,HENU,Sashi,15.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1112,S1rva,Sashi,14.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1113,J3nsyy,ENCE Academy,12.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1114,aizy,ENCE Academy,20.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1115,PR1mE,ENCE Academy,20.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1116,Speedy,ENCE Academy,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1117,nut nut,ENCE Academy,18.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1118,DEPRESHN,FTW,38.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1119,tAk,FTW,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1120,Svedjehed,FTW,36.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1121,Dementor,FTW,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1122,delle,FTW,35.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1123,NOPEEJ,AGO,35.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1124,Shr,AGO,37.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1125,pr,AGO,34.5,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1126,stadodo,AGO,34.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1127,Ag1l,AGO,34.0,MAPS 1-2 Kills,124,2023-10-12,2023-10-10 15:57:00
1128,DEPRESHN,FTW,11.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1129,tAk,FTW,16.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1130,Svedjehed,FTW,16.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1131,Dementor,FTW,16.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1132,delle,FTW,18.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1133,NOPEEJ,AGO,18.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1134,Shr,AGO,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1135,pr,AGO,17.0,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
1136,stadodo,AGO,11.5,MAPS 1-2 Headshots,124,2023-10-12,2023-10-10 15:57:00
