,player,team,line,stat,league,date,event_time,time,prop_id
636,Franz Wagner,LAC,21.5,PTS+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,0d233ec8-f
637,Franz Wagner,LAC,18.5,PTS,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,b4495d94-f
638,Franz Wagner,LAC 1st Half,9.5,PTS,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,b4495d94-f
639,Russell Westbrook,ORL,6.0,TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,eef25a82-1
640,Russell Westbrook,ORL 1st Half,7.0,PTS,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c9783778-1
641,Russell Westbrook,ORL,27.5,PTS+TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,9ddd7c7f-1
642,Russell Westbrook,ORL 1st Half,13.5,PTS+TRB+AST,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,9ddd7c7f-1
643,Russell Westbrook,ORL,20.5,PTS+TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,0f77377d-2
644,Russell Westbrook,ORL,7.0,AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,b549e4d8-c
645,Russell Westbrook,ORL,21.5,PTS+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,1a513f60-0
646,Russell Westbrook,ORL,13.5,TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,e4e0b707-c
647,Russell Westbrook,ORL 1Q,3.5,PTS,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c9783778-1
648,Russell Westbrook,ORL,1.5,BLK+STL,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,5a3b4138-a
649,Russell Westbrook,ORL,14.0,PTS,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,c9783778-1
650,Wendell Carter Jr.,LAC,11.5,PTS,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,d729654d-1
651,Wendell Carter Jr.,LAC,20.5,PTS+TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,284adca3-9
652,Wendell Carter Jr.,LAC 1Q,3.5,PTS,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,d729654d-1
653,Wendell Carter Jr.,LAC,22.5,PTS+TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,7e875c60-a
654,Wendell Carter Jr.,LAC 1st Half,11.5,PTS+TRB+AST,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,7e875c60-a
655,Wendell Carter Jr.,LAC,8.5,TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,662cf5f3-a
656,Wendell Carter Jr.,LAC,13.5,PTS+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,99860505-5
657,Wendell Carter Jr.,LAC,10.0,TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,accf185e-e
658,Wendell Carter Jr.,LAC 1st Half,5.5,PTS,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,d729654d-1
659,Wendell Carter Jr.,LAC 1Q,2.5,TRB,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,662cf5f3-a
660,Markelle Fultz,LAC 1st Half,10.5,PTS+TRB+AST,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,d0676079-3
661,Markelle Fultz,LAC 1st Half,6.5,PTS,84,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,86f46142-3
662,Markelle Fultz,LAC,15.5,PTS+TRB,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,20f195b1-3
663,Markelle Fultz,LAC 1Q,1.5,AST,192,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,f457c306-d
664,Markelle Fultz,LAC,12.5,PTS,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,86f46142-3
665,Markelle Fultz,LAC,17.5,PTS+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,e5ab0aa8-8
666,Markelle Fultz,LAC,1.5,TOV,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,1733af3d-a
667,Markelle Fultz,LAC,8.5,TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,ff1b1dfc-2
668,Markelle Fultz,LAC,20.5,PTS+TRB+AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,d0676079-3
669,Markelle Fultz,LAC,5.0,AST,7,2023-10-31 21:40:00-05:00,2023-10-31 21:40:00-05:00,2023-10-31 12:21:00,f457c306-d
670,D.K. Metcalf,BAL,62.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,c9d90d49-b
671,Zay Flowers,SEA,54.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,1690763f-b
672,Tyler Lockett,BAL,54.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,10877fdc-c
673,Odell Beckham Jr,SEA,32.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,d476c1db-0
674,Jaxon Smith-Njigba,BAL,36.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,47f43da9-1
675,Mark Andrews,SEA,57.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,fcb9bb5e-a
676,Geno Smith,BAL,11.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,21e02a7e-1
677,Justin Madubuike,SEA,0.75,Sacks,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,7c68b10d-c
678,Justin Tucker,SEA,1.5,FG Made,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,8a8ba220-c
679,Jason Myers,BAL,1.5,FG Made,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,a7deda95-5
680,Anze Kopitar,TOR,21.0,Time On Ice,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,f5aca025-e
681,Auston Matthews,LA,21.25,Time On Ice,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,309cef0d-5
682,Kevin Fiala,TOR,18.0,Time On Ice,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,a05bb8a1-4
683,Morgan Rielly,LA,23.5,Time On Ice,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,29b97c6c-8
684,Drew Doughty,TOR,26.25,Time On Ice,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,d35291fe-e
685,John Tavares,LA,18.5,Time On Ice,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,517b1b92-9
686,Elias Pettersson,NSH,19.5,Time On Ice,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,4c608c42-6
687,Filip Forsberg,VAN,19.0,Time On Ice,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,566ce4a4-a
688,Conor Garland,NSH,12.5,Time On Ice,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,f409ade3-a
689,Marquise Brown,CLE,48.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,42dabdae-1
690,Roman Josi,VAN,24.0,Time On Ice,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,b8e973c3-9
691,Quinn Hughes,NSH,25.5,Time On Ice,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,cf58323a-a
692,Amari Cooper,ARI,54.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,2250ad4e-a
693,Ryan McDonagh,VAN,21.0,Time On Ice,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,3a8251b5-9
694,Anze Kopitar,TOR,0.5,Hits,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,9008c42c-c
695,T.J. Brodie,LA,0.5,Hits,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,77874d7a-7
696,Trevor Lewis,TOR,0.5,Hits,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,b1ab5708-2
697,Noah Gregor,LA,1.5,Hits,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,24c2e6fe-f
698,David Njoku,ARI,35.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,f775e55c-4
699,Drew Doughty,TOR,1.5,Hits,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,f8adc1a3-3
700,J.T. Miller,NSH,2.5,Hits,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,d439436e-6
701,Gustav Nyquist,VAN,0.5,Hits,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,c6de267a-9
702,Mark Friedman,NSH,1.5,Hits,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,bc2e22ff-c
703,Anze Kopitar,TOR,12.5,Faceoffs Won,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,c3039a73-0
704,John Tavares,LA,10.5,Faceoffs Won,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,c973ed68-1
705,J.T. Miller,NSH,10.5,Faceoffs Won,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,a32bfcc9-f
706,Ryan O'Reilly,VAN,9.5,Faceoffs Won,8,2023-10-31 21:00:00-05:00,2023-10-31 21:00:00-05:00,2023-10-31 12:21:00,c17009aa-3
707,Jordan Love,LAR,223.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,7aaa2ff8-4
708,Christian Watson,LAR,44.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,6aa7ccd4-7
709,Romeo Doubs,LAR,36.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,00bc4c99-1
710,Aaron Donald,GB,0.25,Sacks,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,72408007-6
711,Baker Mayfield,HOU,224.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,73fb0751-a
712,C.J. Stroud,TB,1.5,Pass+Rush+Rec TDs,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,b3d0175c-c
713,C.J. Stroud,TB,232.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,b1e7144b-d
714,Rachaad White,HOU,44.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,1803636f-7
715,Mike Evans,HOU,59.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,ce5a9b0a-6
716,Nico Collins,TB,55.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,dbab1b27-7
717,Chris Godwin,HOU,56.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,7894b23c-3
718,Tank Dell,TB,41.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,19eab3a7-f
719,Cade Otton,HOU,25.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,b4e2664d-0
720,C.J. Stroud,TB,8.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,906dd062-3
721,Kaimi Fairbairn,TB,1.5,FG Made,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,a38928a5-2
722,Sam Howell,NE,237.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,4d69cc9d-e
723,Sam Howell,NE,1.5,Pass+Rush+Rec TDs,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,dfdf0484-7
724,Corbin Carroll + Corey Seager,TEX/ARI,3.5,Hits+Runs+RBIs (Combo),2,2023-10-31 19:03:00-05:00,2023-10-31 19:03:00-05:00,2023-10-31 12:21:00,33d0a98f-d
725,Terry McLaurin,NE,57.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,25f075c2-4
726,Ketel Marte + Marcus Semien,TEX/ARI,4.0,Hits+Runs+RBIs (Combo),2,2023-10-31 19:03:00-05:00,2023-10-31 19:03:00-05:00,2023-10-31 12:21:00,e437a79d-f
727,Jahan Dotson,NE,38.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,2615a35b-4
728,Logan Thomas,NE,37.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,21518e2c-0
729,Mac Jones,WAS,3.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,9ab70724-0
730,Sam Howell,NE,14.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,9a7ad92b-e
731,Derek Carr,CHI,1.5,Pass+Rush+Rec TDs,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,141b6a10-c
732,Joe Mantiply + Andrew Heaney,TEX/ARI,0.5,1st Inning Runs Allowed,2,2023-10-31 19:03:00-05:00,2023-10-31 19:03:00-05:00,2023-10-31 12:21:00,213c194b-a
733,Derek Carr,CHI,244.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,3c06f89e-3
734,Taysom Hill,CHI,0.5,Pass Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,93d18472-0
735,Alvin Kamara,CHI,62.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,7ebce566-7
736,Alvin Kamara,CHI,36.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,13c3643e-f
737,Alvin Kamara,CHI,0.5,Pass+Rush+Rec TDs,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,25fec000-2
738,D.J. Moore,NO,56.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,1e2f7121-7
739,Chris Olave,CHI,65.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,194b50eb-9
740,Cole Kmet,NO,34.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,17e48a07-6
741,Michael Thomas,CHI,52.5,Receiving Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,86b0727c-0
742,Carl Granderson,CHI,0.25,Sacks,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,93b7417d-a
743,Blake Grupe,CHI,1.5,FG Made,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,97930d18-3
744,Derek Carr,CHI,1.5,Rush Yards,9,2023-11-05 12:00:00-06:00,2023-11-05 12:00:00-06:00,2023-10-31 12:21:00,ad405a78-0
745,Gardner Minshew,CAR,219.5,Pass Yards,9,2023-11-05 15:05:00-06:00,2023-11-05 15:05:00-06:00,2023-10-31 12:21:00,8f35e026-f
746,Bryce Young,IND,219.5,Pass Yards,9,2023-11-05 15:05:00-06:00,2023-11-05 15:05:00-06:00,2023-10-31 12:21:00,49dbcf06-2
747,Michael Pittman Jr.,CAR,57.5,Receiving Yards,9,2023-11-05 15:05:00-06:00,2023-11-05 15:05:00-06:00,2023-10-31 12:21:00,e281608a-c
748,Adam Thielen,IND,71.5,Receiving Yards,9,2023-11-05 15:05:00-06:00,2023-11-05 15:05:00-06:00,2023-10-31 12:21:00,7fca9277-0
749,Dak Prescott,PHI,253.5,Pass Yards,9,2023-11-05 15:25:00-06:00,2023-11-05 15:25:00-06:00,2023-10-31 12:21:00,38e0e7bb-9
750,Jalen Hurts,DAL,253.5,Pass Yards,9,2023-11-05 15:25:00-06:00,2023-11-05 15:25:00-06:00,2023-10-31 12:21:00,32f41ca9-9
751,D'Andre Swift,DAL,61.5,Rush Yards,9,2023-11-05 15:25:00-06:00,2023-11-05 15:25:00-06:00,2023-10-31 12:21:00,da5f31eb-3
752,CeeDee Lamb,PHI,76.5,Receiving Yards,9,2023-11-05 15:25:00-06:00,2023-11-05 15:25:00-06:00,2023-10-31 12:21:00,2f7c8aef-c
753,A.J. Brown,DAL,92.5,Receiving Yards,9,2023-11-05 15:25:00-06:00,2023-11-05 15:25:00-06:00,2023-10-31 12:21:00,40b4aa99-e
754,Dallas Goedert,DAL,41.5,Receiving Yards,9,2023-11-05 15:25:00-06:00,2023-11-05 15:25:00-06:00,2023-10-31 12:21:00,acf99f94-f
755,DeVonta Smith,DAL,57.5,Receiving Yards,9,2023-11-05 15:25:00-06:00,2023-11-05 15:25:00-06:00,2023-10-31 12:21:00,cb795e36-b
756,Josh Allen,CIN,270.5,Pass Yards,9,2023-11-05 19:20:00-06:00,2023-11-05 19:20:00-06:00,2023-10-31 12:21:00,60cf84e6-9
757,Cam Talbot,TOR,27.5,Goalie Saves,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,54e5af99-0
758,Joseph Woll,LA,27.5,Goalie Saves,8,2023-10-31 19:00:00-05:00,2023-10-31 19:00:00-05:00,2023-10-31 12:21:00,ef39aecf-d
759,Joe Burrow,BUF,265.5,Pass Yards,9,2023-11-05 19:20:00-06:00,2023-11-05 19:20:00-06:00,2023-10-31 12:21:00,66815397-4
760,Joe Mixon,BUF,58.5,Rush Yards,9,2023-11-05 19:20:00-06:00,2023-11-05 19:20:00-06:00,2023-10-31 12:21:00,b82e2c9e-0
761,Stefon Diggs,CIN,88.5,Receiving Yards,9,2023-11-05 19:20:00-06:00,2023-11-05 19:20:00-06:00,2023-10-31 12:21:00,769c58b1-2
762,Ja'Marr Chase,BUF,89.5,Receiving Yards,9,2023-11-05 19:20:00-06:00,2023-11-05 19:20:00-06:00,2023-10-31 12:21:00,ea09f8dc-3
763,Gabriel Davis,CIN,46.5,Receiving Yards,9,2023-11-05 19:20:00-06:00,2023-11-05 19:20:00-06:00,2023-10-31 12:21:00,fec893f3-6
764,Tee Higgins,BUF,58.5,Receiving Yards,9,2023-11-05 19:20:00-06:00,2023-11-05 19:20:00-06:00,2023-10-31 12:21:00,e990a00b-f
765,Justin Herbert,NYJ,267.5,Pass Yards,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,a67d01a4-8
766,Zach Wilson,LAC,198.5,Pass Yards,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,31770be6-6
767,Austin Ekeler,NYJ,46.5,Rush Yards,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,6fead509-1
768,Austin Ekeler,NYJ,37.5,Receiving Yards,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,e48d726c-2
769,Austin Ekeler,NYJ,0.5,Pass+Rush+Rec TDs,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,8b08bd70-2
770,Breece Hall,LAC,64.5,Rush Yards,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,f6ca5032-9
771,Keenan Allen,NYJ,76.5,Receiving Yards,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,2f2e2e9e-8
772,Garrett Wilson,LAC,62.5,Receiving Yards,9,2023-11-06 19:15:00-06:00,2023-11-06 19:15:00-06:00,2023-10-31 12:21:00,b9915d1a-c
773,Jame,OG,16.0,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,4a303c56-8
774,fame,OG,15.0,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,6bcb0fb1-a
775,FL1T,OG,15.5,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,532ba2b2-6
776,mir,OG,14.0,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,73e21286-5
777,n0rb3r7,OG,13.0,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,4fe96ebf-f
778,regali,Virtus.pro,15.0,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,76c69740-2
779,FASHR,Virtus.pro,14.0,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,a50f326c-a
780,F1KU,Virtus.pro,14.0,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,de474e58-b
781,nexa,Virtus.pro,13.5,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,fb8849ee-4
782,k1to,Virtus.pro,13.5,MAP 3 Kills,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,a21fb129-7
783,Jame,OG,6.5,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,b53ba771-2
784,fame,OG,9.5,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,dbf9a3f0-4
785,FL1T,OG,8.0,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,f0b66d06-9
786,mir,OG,8.0,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,353e337e-d
787,n0rb3r7,OG,7.0,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,673e05a8-9
788,regali,Virtus.pro,6.0,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,27a7781d-0
789,FASHR,Virtus.pro,8.0,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,03d73d8b-d
790,F1KU,Virtus.pro,9.0,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,5b7868b9-6
791,nexa,Virtus.pro,7.5,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,990ea66e-1
792,k1to,Virtus.pro,9.0,MAP 3 Headshots,265,2023-10-31 14:00:00-05:00,2023-10-31 14:00:00-05:00,2023-10-31 12:21:00,4d7c8783-c
793,Woro2k,FORZE,34.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,1f0beb81-5
794,DemQQ,FORZE,31.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,d5f0c232-b
795,sdy,FORZE,31.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,cc4e6a68-a
796,kRaSnaL,FORZE,30.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,89a2a5e9-5
797,br0,FORZE,29.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,017d3b76-8
798,r3salt,Monte,33.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,25a716f4-2
799,shalfey,Monte,30.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,77f318b3-2
800,Krad,Monte,29.0,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,2c49e4be-f
801,tN1R,Monte,28.5,MAPS 1-2 Kills,265,2023-10-31 13:00:00-05:00,2023-10-31 13:00:00-05:00,2023-10-31 12:21:00,0a4ba8f6-5
